code,date,floor,close,nmVolume,nmValue,change,pctChange
TCB,2021-02-25,HOSE,39.1,16440500.0,641906640000.0,0.0,0.0
TCB,2021-02-24,HOSE,39.1,14395400.0,566824095000.0,-0.7,-1.7588
TCB,2021-02-23,HOSE,39.8,26384200.0,1046728765000.0,1.2,3.1088
TCB,2021-02-22,HOSE,38.6,14466800.0,557980165000.0,-0.1,-0.2584
TCB,2021-02-19,HOSE,38.7,12801300.0,494487930000.0,-0.2,-0.5141
TCB,2021-02-18,HOSE,38.9,15791300.0,609705350000.0,0.5,1.3021
TCB,2021-02-17,HOSE,38.4,21134000.0,796879710000.0,2.4,6.6667
TCB,2021-02-09,HOSE,36.0,16738000.0,596428445000.0,1.0,2.8571
TCB,2021-02-08,HOSE,35.0,21272800.0,751768710000.0,-1.3,-3.5813
TCB,2021-02-05,HOSE,36.3,14358200.0,514332320000.0,1.3,3.7143
TCB,2021-02-04,HOSE,35.0,14141400.0,497530345000.0,0.0,0.0
TCB,2021-02-03,HOSE,35.0,18238700.0,632906350000.0,1.0,2.9412
TCB,2021-02-02,HOSE,34.0,13498900.0,447575630000.0,1.8,5.5901
TCB,2021-02-01,HOSE,32.2,15146700.0,492745680000.0,0.2,0.625
TCB,2021-01-29,HOSE,32.0,27420900.0,869723025000.0,0.8,2.5641
TCB,2021-01-28,HOSE,31.2,27121100.0,861177365000.0,-2.3,-6.8657
TCB,2021-01-27,HOSE,33.5,18775400.0,633781165000.0,-1.5,-4.2857
TCB,2021-01-26,HOSE,35.0,18111400.0,632573445000.0,-0.8,-2.2346
TCB,2021-01-25,HOSE,35.8,15639600.0,562632650000.0,-0.5,-1.3774
TCB,2021-01-22,HOSE,36.3,12347400.0,448580080000.0,0.1,0.2762
TCB,2021-01-21,HOSE,36.2,14253300.0,506374780000.0,1.7,4.9275
TCB,2021-01-20,HOSE,34.5,25772300.0,867539440000.0,0.6,1.7699
TCB,2021-01-19,HOSE,33.9,22796500.0,791646960000.0,-2.3,-6.3536
TCB,2021-01-18,HOSE,36.2,13377400.0,491331730000.0,-0.65,-1.7639
TCB,2021-01-15,HOSE,36.85,17357400.0,640321075000.0,1.1,3.0769
TCB,2021-01-14,HOSE,35.75,11995200.0,425017515000.0,0.6,1.707
TCB,2021-01-13,HOSE,35.15,11399600.0,405686875000.0,0.05,0.1425
TCB,2021-01-12,HOSE,35.1,16418200.0,572490600000.0,-0.15,-0.4255
TCB,2021-01-11,HOSE,35.25,13980300.0,499479850000.0,-0.45,-1.2605
TCB,2021-01-08,HOSE,35.7,16947900.0,605116810000.0,1.1,3.1792
TCB,2021-01-07,HOSE,34.6,16387200.0,557933365000.0,1.4,4.2169
TCB,2021-01-06,HOSE,33.2,20222300.0,676760990000.0,0.15,0.4539
TCB,2021-01-05,HOSE,33.05,14280100.0,471763325000.0,0.05,0.1515
TCB,2021-01-04,HOSE,33.0,18607800.0,613946930000.0,1.5,4.7619
TCB,2020-12-31,HOSE,31.5,16486510.0,504945594000.0,1.6,5.3512
TCB,2020-12-30,HOSE,29.9,16579440.0,498313937000.0,0.15,0.5042
TCB,2020-12-29,HOSE,29.75,12909770.0,384022002000.0,0.05,0.1684
TCB,2020-12-28,HOSE,29.7,14471300.0,433838930000.0,0.15,0.5076
TCB,2020-12-25,HOSE,29.55,17113750.0,490947472499.99994,1.6,5.7245
TCB,2020-12-24,HOSE,27.95,26106600.0,723384603500.0,-0.75,-2.6132
TCB,2020-12-23,HOSE,28.7,19453550.0,561176591000.0,-0.5,-1.7123
TCB,2020-12-22,HOSE,29.2,17109090.0,499895374499.99994,-0.2,-0.6803
TCB,2020-12-21,HOSE,29.4,22777010.0,673435807000.0,0.2,0.6849
TCB,2020-12-18,HOSE,29.2,15252570.0,441341814500.0,0.85,2.9982
TCB,2020-12-17,HOSE,28.35,29802380.0,853223916000.0,0.4,1.4311
TCB,2020-12-16,HOSE,27.95,29092450.0,799800637000.0,1.8,6.8834
TCB,2020-12-15,HOSE,26.15,13700860.0,358539631000.0,-0.05,-0.1908
TCB,2020-12-14,HOSE,26.2,15694300.0,408539426000.0,0.55,2.1442
TCB,2020-12-11,HOSE,25.65,14116670.0,358440857000.0,0.35,1.3834
TCB,2020-12-10,HOSE,25.3,18133060.0,464557917500.00006,-0.45,-1.7476
TCB,2020-12-09,HOSE,25.75,19001670.0,486210031500.00006,0.75,3.0
TCB,2020-12-08,HOSE,25.0,14341140.0,359494133000.0,-0.05,-0.1996
TCB,2020-12-07,HOSE,25.05,13044510.0,325971370000.0,0.25,1.0081
TCB,2020-12-04,HOSE,24.8,16507860.0,410699102500.0,-0.2,-0.8
TCB,2020-12-03,HOSE,25.0,17490250.0,439605891000.0,-0.1,-0.3984
TCB,2020-12-02,HOSE,25.1,27463650.0,686876599000.0,0.6,2.449
TCB,2020-12-01,HOSE,24.5,22797760.0,547088790499.99994,0.4,1.6598
TCB,2020-11-30,HOSE,24.1,24645230.0,592864696500.0,0.4,1.6878
TCB,2020-11-27,HOSE,23.7,12261190.0,290452899000.0,0.1,0.4237
TCB,2020-11-26,HOSE,23.6,13091570.0,308439444000.0,0.0,0.0
TCB,2020-11-25,HOSE,23.6,13655890.0,323916397000.0,-0.05,-0.2114
TCB,2020-11-24,HOSE,23.65,22530770.0,535195180000.0,0.05,0.2119
TCB,2020-11-23,HOSE,23.6,17857230.0,416708452000.0,0.2,0.8547
TCB,2020-11-20,HOSE,23.4,13546080.0,316689106500.0,0.0,0.0
TCB,2020-11-19,HOSE,23.4,16935520.0,395893246000.0,0.05,0.2141
TCB,2020-11-18,HOSE,23.35,22760740.0,530874787500.00006,0.0,0.0
TCB,2020-11-17,HOSE,23.35,17457030.0,402255536500.0,0.45,1.9651
TCB,2020-11-16,HOSE,22.9,25236270.0,580439486500.0,-0.1,-0.4348
TCB,2020-11-13,HOSE,23.0,22376970.0,509973326499.99994,0.7,3.139
TCB,2020-11-12,HOSE,22.3,10771120.0,238801526500.0,0.3,1.3636
TCB,2020-11-11,HOSE,22.0,14433190.0,319649487000.0,-0.1,-0.4525
TCB,2020-11-10,HOSE,22.1,21221910.0,474066229500.00006,0.05,0.2268
TCB,2020-11-09,HOSE,22.05,17624180.0,387727150000.0,0.45,2.0833
TCB,2020-11-06,HOSE,21.6,15368880.0,333444802500.0,-0.2,-0.9174
TCB,2020-11-05,HOSE,21.8,19766660.0,435075124500.0,-0.35,-1.5801
TCB,2020-11-04,HOSE,22.15,21927670.0,489520835500.00006,0.15,0.6818
TCB,2020-11-03,HOSE,22.0,27962010.0,614777093500.0,0.6,2.8037
TCB,2020-11-02,HOSE,21.4,22943680.0,493916464000.0,0.05,0.2342
TCB,2020-10-30,HOSE,21.35,28887760.0,627200735000.0,-0.45,-2.0642
TCB,2020-10-29,HOSE,21.8,36149460.0,798896422000.0,-0.6,-2.6786
TCB,2020-10-28,HOSE,22.4,32092220.0,733752453000.0,-0.9,-3.8627
TCB,2020-10-27,HOSE,23.3,30805330.0,726763191000.0,-0.05,-0.2141
TCB,2020-10-26,HOSE,23.35,24707670.0,601745213500.0,-0.65,-2.7083
TCB,2020-10-23,HOSE,24.0,28288440.0,678918608000.0,0.05,0.2088
TCB,2020-10-22,HOSE,23.95,24408740.0,578948303500.0,0.2,0.8421
TCB,2020-10-21,HOSE,23.75,20951070.0,503925310000.0,-0.15,-0.6276
TCB,2020-10-20,HOSE,23.9,34662420.0,823472794500.0,0.9,3.913
TCB,2020-10-19,HOSE,23.0,28506770.0,659203320000.0,0.35,1.5453
TCB,2020-10-16,HOSE,22.65,27075400.0,620216942000.0,-0.2,-0.8753
TCB,2020-10-15,HOSE,22.85,25323170.0,590491447000.0,0.0,0.0
TCB,2020-10-14,HOSE,22.85,48630920.0,1101606947000.0,1.45,6.7757
TCB,2020-10-13,HOSE,21.4,14215200.0,304111985500.0,0.2,0.9434
TCB,2020-10-12,HOSE,21.2,14203730.0,304648517000.0,-0.15,-0.7026
TCB,2020-10-09,HOSE,21.35,13523760.0,290529350500.0,0.0,0.0
TCB,2020-10-08,HOSE,21.35,14366760.0,309701942000.0,-0.45,-2.0642
TCB,2020-10-07,HOSE,21.8,12159210.0,268126914500.0,-0.6,-2.6786
TCB,2020-10-06,HOSE,22.4,6850730.0,153063978000.0,-0.15,-0.6652
TCB,2020-10-05,HOSE,22.55,5363760.0,120389908500.0,0.0,0.0
TCB,2020-10-02,HOSE,22.55,4381810.0,98847192500.0,-0.25,-1.0965
TCB,2020-10-01,HOSE,22.8,3497290.0,79425132000.0,0.2,0.885
TCB,2020-09-30,HOSE,22.6,2357980.0,52956437000.0,0.05,0.2217
TCB,2020-09-29,HOSE,22.55,2973020.0,67679823000.0,-0.3,-1.3129
TCB,2020-09-28,HOSE,22.85,2811640.0,63737028500.0,0.45,2.0089
TCB,2020-09-25,HOSE,22.4,3497970.0,78297629500.0,-0.05,-0.2227
TCB,2020-09-24,HOSE,22.45,3988170.0,88859754000.0,0.15,0.6726
TCB,2020-09-23,HOSE,22.3,2941250.0,65736541000.0,-0.05,-0.2237
TCB,2020-09-22,HOSE,22.35,3669840.0,81768535000.0,0.05,0.2242
TCB,2020-09-21,HOSE,22.3,5874890.0,130436168500.0,0.5,2.2936
TCB,2020-09-18,HOSE,21.8,5334940.0,115487014000.0,0.5,2.3474
TCB,2020-09-17,HOSE,21.3,3654030.0,78231926500.0,-0.1,-0.4673
TCB,2020-09-16,HOSE,21.4,1258880.0,26882692500.0,0.05,0.2342
TCB,2020-09-15,HOSE,21.35,1835310.0,39340664500.0,-0.15,-0.6977
TCB,2020-09-14,HOSE,21.5,1578270.0,33860826000.0,0.2,0.939
TCB,2020-09-11,HOSE,21.3,1236940.0,26296341000.0,-0.15,-0.6993
TCB,2020-09-10,HOSE,21.45,1524900.0,32690531500.0,0.25,1.1792
TCB,2020-09-09,HOSE,21.2,2762390.0,58388830000.0,-0.3,-1.3953
TCB,2020-09-08,HOSE,21.5,1935300.0,41098039500.0,0.3,1.4151
TCB,2020-09-07,HOSE,21.2,2350940.0,50615727000.0,-0.65,-2.9748
TCB,2020-09-04,HOSE,21.85,2276910.0,49621945000.0,-0.15,-0.6818
TCB,2020-09-03,HOSE,22.0,3326470.0,72907109500.0,0.3,1.3825
TCB,2020-09-01,HOSE,21.7,2171350.0,46424399500.0,0.4,1.8779
TCB,2020-08-31,HOSE,21.3,1793790.0,38543068500.0,-0.3,-1.3889
TCB,2020-08-28,HOSE,21.6,5154230.0,111177119500.0,0.45,2.1277
TCB,2020-08-27,HOSE,21.15,1792750.0,37840907000.0,0.05,0.237
TCB,2020-08-26,HOSE,21.1,2116830.0,44857116000.0,-0.2,-0.939
TCB,2020-08-25,HOSE,21.3,3775640.0,80312818000.0,0.35,1.6706
TCB,2020-08-24,HOSE,20.95,2749740.0,57275614000.0,0.6,2.9484
TCB,2020-08-21,HOSE,20.35,2817550.0,57101162000.0,0.35,1.75
TCB,2020-08-20,HOSE,20.0,3659990.0,73377499500.0,-0.2,-0.9901
TCB,2020-08-19,HOSE,20.2,1132620.0,22839133500.0,0.15,0.7481
TCB,2020-08-18,HOSE,20.05,1410740.0,28376900500.0,-0.05,-0.2488
TCB,2020-08-17,HOSE,20.1,2732690.0,54520139000.0,0.3,1.5152
TCB,2020-08-14,HOSE,19.8,2588850.0,51727825000.0,0.0,0.0
TCB,2020-08-13,HOSE,19.8,1584180.0,31292102000.0,0.15,0.7634
TCB,2020-08-12,HOSE,19.65,1634530.0,32001569500.0,0.2,1.0283
TCB,2020-08-11,HOSE,19.45,1334060.0,25902037500.0,0.05,0.2577
TCB,2020-08-10,HOSE,19.4,2743500.0,53648024000.0,0.25,1.3055
TCB,2020-08-07,HOSE,19.15,951190.0,18238417500.0,-0.05,-0.2604
TCB,2020-08-06,HOSE,19.2,1860660.0,35985630500.0,-0.25,-1.2853
TCB,2020-08-05,HOSE,19.45,1917290.0,36617481500.0,0.6,3.183
TCB,2020-08-04,HOSE,18.85,1210770.0,22892785500.0,0.25,1.3441
TCB,2020-08-03,HOSE,18.6,1247760.0,23057548500.0,0.45,2.4793
TCB,2020-07-31,HOSE,18.15,2304460.0,42246807000.0,-0.45,-2.4194
TCB,2020-07-30,HOSE,18.6,974910.0,17933868000.0,0.45,2.4793
TCB,2020-07-29,HOSE,18.15,1841250.0,32971861500.0,-0.6,-3.2
TCB,2020-07-28,HOSE,18.75,2883870.0,52995465500.0,0.6,3.3058
TCB,2020-07-27,HOSE,18.15,2677650.0,49889294000.0,-1.35,-6.9231
TCB,2020-07-24,HOSE,19.5,2951240.0,58001586500.0,-0.8,-3.9409
TCB,2020-07-23,HOSE,20.3,861140.0,17417621000.0,0.05,0.2469
TCB,2020-07-22,HOSE,20.25,1224170.0,24929934000.0,-0.25,-1.2195
TCB,2020-07-21,HOSE,20.5,818210.0,16718866000.0,0.0,0.0
TCB,2020-07-20,HOSE,20.5,1164560.0,23904385500.0,-0.1,-0.4854
TCB,2020-07-17,HOSE,20.6,1180670.0,24400072500.0,-0.4,-1.9048
TCB,2020-07-16,HOSE,21.0,1662150.0,34616242000.0,0.4,1.9417
TCB,2020-07-15,HOSE,20.6,1697190.0,34913776500.0,0.5,2.4876
TCB,2020-07-14,HOSE,20.1,1809120.0,36433055500.0,-0.2,-0.9852
TCB,2020-07-13,HOSE,20.3,1725580.0,35183634500.0,-0.15,-0.7335
TCB,2020-07-10,HOSE,20.45,1398740.0,28916657500.0,-0.5,-2.3866
TCB,2020-07-09,HOSE,20.95,3146430.0,64846210500.0,0.85,4.2289
TCB,2020-07-08,HOSE,20.1,676840.0,13637459500.0,-0.15,-0.7407
TCB,2020-07-07,HOSE,20.25,895150.0,18166099500.0,0.0,0.0
TCB,2020-07-06,HOSE,20.25,1220550.0,24464038000.0,0.45,2.2727
TCB,2020-07-03,HOSE,19.8,593390.0,11700384500.0,0.05,0.2532
TCB,2020-07-02,HOSE,19.75,820250.0,16141346000.0,-0.05,-0.2525
TCB,2020-07-01,HOSE,19.8,751460.0,14714821000.0,0.25,1.2788
TCB,2020-06-30,HOSE,19.55,1290510.0,25197759000.0,-0.1,-0.5089
TCB,2020-06-29,HOSE,19.65,1752070.0,34674489500.0,-0.7,-3.4398
TCB,2020-06-26,HOSE,20.35,668030.0,13542358000.0,0.15,0.7426
TCB,2020-06-25,HOSE,20.2,1162400.0,23495939500.0,-0.3,-1.4634
TCB,2020-06-24,HOSE,20.5,860730.0,17714573500.0,-0.15,-0.7264
TCB,2020-06-23,HOSE,20.65,1173850.0,24240500000.0,-0.1,-0.4819
TCB,2020-06-22,HOSE,20.75,1166650.0,24137268500.0,0.25,1.2195
TCB,2020-06-19,HOSE,20.5,632650.0,12908856500.0,0.3,1.4851
TCB,2020-06-18,HOSE,20.2,625890.0,12706044500.0,-0.1,-0.4926
TCB,2020-06-17,HOSE,20.3,1416900.0,28818798000.0,-0.3,-1.4563
TCB,2020-06-16,HOSE,20.6,1487150.0,30425407000.0,0.5,2.4876
TCB,2020-06-15,HOSE,20.1,2302220.0,47075377500.0,-1.05,-4.9645
TCB,2020-06-12,HOSE,21.15,3715000.0,77459310000.0,0.25,1.1962
TCB,2020-06-11,HOSE,20.9,3478310.0,74333224000.0,-0.95,-4.3478
TCB,2020-06-10,HOSE,21.85,2295880.0,49719951000.0,0.3,1.3921
TCB,2020-06-09,HOSE,21.55,1702620.0,36894346000.0,-0.15,-0.6912
TCB,2020-06-08,HOSE,21.7,3484860.0,75846398500.0,0.25,1.1655
TCB,2020-06-05,HOSE,21.45,2251740.0,47952740500.0,0.25,1.1792
TCB,2020-06-04,HOSE,21.2,2216760.0,47248407000.0,-0.15,-0.7026
TCB,2020-06-03,HOSE,21.35,2064360.0,43978534000.0,0.2,0.9456
TCB,2020-06-02,HOSE,21.15,2469400.0,52634368500.0,-0.15,-0.7042
TCB,2020-06-01,HOSE,21.3,2341100.0,49447740000.0,0.6,2.8986
TCB,2020-05-29,HOSE,20.7,1101170.0,22903896500.0,-0.2,-0.9569
TCB,2020-05-28,HOSE,20.9,1584390.0,33210480000.0,0.0,0.0
TCB,2020-05-27,HOSE,20.9,2673490.0,56436904500.0,-0.25,-1.182
TCB,2020-05-26,HOSE,21.15,2220450.0,46872340000.0,0.1,0.4751
TCB,2020-05-25,HOSE,21.05,1962970.0,41380715500.0,0.0,0.0
TCB,2020-05-22,HOSE,21.05,3322040.0,70858836000.0,-0.95,-4.3182
TCB,2020-05-21,HOSE,22.0,3539410.0,75845526500.0,0.95,4.5131
TCB,2020-05-20,HOSE,21.05,1911850.0,40204725500.0,-0.25,-1.1737
TCB,2020-05-19,HOSE,21.3,4135900.0,87903390500.0,0.65,3.1477
TCB,2020-05-18,HOSE,20.65,3017660.0,61438502500.0,0.4,1.9753
TCB,2020-05-15,HOSE,20.25,2995800.0,60624303500.0,-0.25,-1.2195
TCB,2020-05-14,HOSE,20.5,3351270.0,68233141500.0,-0.1,-0.4854
TCB,2020-05-13,HOSE,20.6,4746350.0,96098796000.0,0.0,0.0
TCB,2020-05-12,HOSE,20.6,3555810.0,72530896500.0,0.4,1.9802
TCB,2020-05-11,HOSE,20.2,4765680.0,94730366500.0,1.3,6.8783
TCB,2020-05-08,HOSE,18.9,7260470.0,134670099500.0,1.2,6.7797
TCB,2020-05-07,HOSE,17.7,2409540.0,42347560000.0,0.15,0.8547
TCB,2020-05-06,HOSE,17.55,1175100.0,20463055500.0,0.15,0.8621
TCB,2020-05-05,HOSE,17.4,546010.0,9507343000.0,0.0,0.0
TCB,2020-05-04,HOSE,17.4,2018840.0,35226245000.0,0.2,1.1628
TCB,2020-04-29,HOSE,17.2,2860010.0,49502015000.0,0.1,0.5848
TCB,2020-04-28,HOSE,17.1,921180.0,15659295500.0,0.05,0.2933
TCB,2020-04-27,HOSE,17.05,962880.0,16442336000.0,-0.05,-0.2924
TCB,2020-04-24,HOSE,17.1,851770.0,14508672500.0,0.15,0.885
TCB,2020-04-23,HOSE,16.95,1401680.0,23965960000.0,0.05,0.2959
TCB,2020-04-22,HOSE,16.9,1742290.0,29241331500.0,0.05,0.2967
TCB,2020-04-21,HOSE,16.85,3045020.0,51944521000.0,-0.85,-4.8023
TCB,2020-04-20,HOSE,17.7,1847520.0,32672143500.0,-0.05,-0.2817
TCB,2020-04-17,HOSE,17.75,2252420.0,39837884500.0,0.2,1.1396
TCB,2020-04-16,HOSE,17.55,1858330.0,32335006000.0,0.0,0.0
TCB,2020-04-15,HOSE,17.55,2536130.0,44097900000.0,0.4,2.3324
TCB,2020-04-14,HOSE,17.15,1446850.0,24765589500.0,-0.05,-0.2907
TCB,2020-04-13,HOSE,17.2,2564400.0,44140771000.0,0.45,2.6866
TCB,2020-04-10,HOSE,16.75,1495400.0,25128721500.0,-0.15,-0.8876
TCB,2020-04-09,HOSE,16.9,2199830.0,37403341000.0,0.2,1.1976
TCB,2020-04-08,HOSE,16.7,1408000.0,23344678500.0,-0.25,-1.4749
TCB,2020-04-07,HOSE,16.95,2424610.0,41169119500.0,0.0,0.0
TCB,2020-04-06,HOSE,16.95,2966040.0,49662314500.0,1.1,6.9401
TCB,2020-04-03,HOSE,15.85,1433510.0,22619711000.0,0.35,2.2581
TCB,2020-04-01,HOSE,15.5,1316380.0,20095424000.0,0.5,3.3333
TCB,2020-03-31,HOSE,15.0,1578850.0,23574812500.0,0.1,0.6711
TCB,2020-03-30,HOSE,14.9,3360230.0,50361105500.0,-1.1,-6.875
TCB,2020-03-27,HOSE,16.0,2746330.0,43740212000.0,-0.1,-0.6211
TCB,2020-03-26,HOSE,16.1,1487540.0,24144179000.0,-0.5,-3.012
TCB,2020-03-25,HOSE,16.6,2952270.0,48623673000.0,0.5,3.1056
TCB,2020-03-24,HOSE,16.1,3209920.0,51884319000.0,-0.05,-0.3096
TCB,2020-03-23,HOSE,16.15,3265510.0,52965974000.0,-1.2,-6.9164
TCB,2020-03-20,HOSE,17.35,1878140.0,32530286500.0,0.1,0.5797
TCB,2020-03-19,HOSE,17.25,2214980.0,38396241500.0,-0.7,-3.8997
TCB,2020-03-18,HOSE,17.95,1908520.0,34190136000.0,0.0,0.0
TCB,2020-03-17,HOSE,17.95,3112070.0,53913112000.0,0.5,2.8653
TCB,2020-03-16,HOSE,17.45,3645430.0,64284520500.0,-0.8,-4.3836
TCB,2020-03-13,HOSE,18.25,4332700.0,75199920500.0,0.3,1.6713
TCB,2020-03-12,HOSE,17.95,4054760.0,72968806500.0,-1.35,-6.9948
TCB,2020-03-11,HOSE,19.3,5626550.0,110973393500.0,-1.4,-6.7633
TCB,2020-03-10,HOSE,20.7,3161970.0,64870414500.0,0.15,0.7299
TCB,2020-03-09,HOSE,20.55,4584600.0,94580529000.0,-1.5,-6.8027
TCB,2020-03-06,HOSE,22.05,2247920.0,49396365500.0,-0.25,-1.1211
TCB,2020-03-05,HOSE,22.3,2022250.0,45597366500.0,-0.25,-1.1086
TCB,2020-03-04,HOSE,22.55,1936620.0,43261992500.0,0.05,0.2222
TCB,2020-03-03,HOSE,22.5,2162150.0,49192609000.0,0.0,0.0
TCB,2020-03-02,HOSE,22.5,2567350.0,57490631000.0,0.25,1.1236
TCB,2020-02-28,HOSE,22.25,2433150.0,53746013500.0,-0.5,-2.1978
TCB,2020-02-27,HOSE,22.75,2324050.0,52336254000.0,0.4,1.7897
TCB,2020-02-26,HOSE,22.35,2243500.0,49742772000.0,0.15,0.6757
TCB,2020-02-25,HOSE,22.2,3236900.0,69882701000.0,0.7,3.2558
TCB,2020-02-24,HOSE,21.5,7508070.0,163602644500.0,-1.6,-6.9264
TCB,2020-02-21,HOSE,23.1,2959980.0,69237316000.0,-0.4,-1.7021
TCB,2020-02-20,HOSE,23.5,2950950.0,69520563500.0,-0.15,-0.6342
TCB,2020-02-19,HOSE,23.65,1980690.0,46637888000.0,-0.05,-0.211
TCB,2020-02-18,HOSE,23.7,4268770.0,101877039500.0,-0.1,-0.4202
TCB,2020-02-17,HOSE,23.8,6393370.0,151166953500.0,0.5,2.1459
TCB,2020-02-14,HOSE,23.3,4375740.0,101517576500.0,0.7,3.0973
TCB,2020-02-13,HOSE,22.6,1823230.0,41055646000.0,-0.05,-0.2208
TCB,2020-02-12,HOSE,22.65,3157240.0,71439086000.0,0.5,2.2573
TCB,2020-02-11,HOSE,22.15,1353360.0,29847801500.0,0.3,1.373
TCB,2020-02-10,HOSE,21.85,1304360.0,28499601000.0,-0.3,-1.3544
TCB,2020-02-07,HOSE,22.15,1965440.0,43427145500.0,-0.2,-0.8949
TCB,2020-02-06,HOSE,22.35,2677150.0,59030305000.0,0.6,2.7586
TCB,2020-02-05,HOSE,21.75,2433210.0,53143230000.0,0.0,0.0
TCB,2020-02-04,HOSE,21.75,2196570.0,47434840500.0,0.3,1.3986
TCB,2020-02-03,HOSE,21.45,4258750.0,89025888500.0,-0.15,-0.6944
TCB,2020-01-31,HOSE,21.6,6118460.0,136688960000.0,-1.3,-5.6769
TCB,2020-01-30,HOSE,22.9,4013510.0,93175119000.0,-1.3,-5.3719
TCB,2020-01-22,HOSE,24.2,2309150.0,55650191500.0,0.15,0.6237
TCB,2020-01-21,HOSE,24.05,7458340.0,177263502000.0,0.7,2.9979
TCB,2020-01-20,HOSE,23.35,2019730.0,47051377500.0,-0.05,-0.2137
TCB,2020-01-17,HOSE,23.4,1875160.0,43863946000.0,0.1,0.4292
TCB,2020-01-16,HOSE,23.3,4383720.0,101396450500.0,0.4,1.7467
TCB,2020-01-15,HOSE,22.9,1929280.0,44162142500.0,0.0,0.0
TCB,2020-01-14,HOSE,22.9,1804950.0,41467478500.0,-0.05,-0.2179
TCB,2020-01-13,HOSE,22.95,892360.0,20452158000.0,-0.2,-0.8639
TCB,2020-01-10,HOSE,23.15,3679110.0,85373274000.0,0.1,0.4338
TCB,2020-01-09,HOSE,23.05,2009840.0,46207557500.0,0.3,1.3187
TCB,2020-01-08,HOSE,22.75,1710390.0,39101311500.0,-0.45,-1.9397
TCB,2020-01-07,HOSE,23.2,1043300.0,24112609500.0,0.15,0.6508
TCB,2020-01-06,HOSE,23.05,1162990.0,27012567000.0,-0.6,-2.537
TCB,2020-01-03,HOSE,23.65,756700.0,17989516500.0,-0.15,-0.6303
TCB,2020-01-02,HOSE,23.8,1387610.0,32943951000.0,0.25,1.0616
